#  Angle     X        Y        Z
  35.564  147.000  128.000  190.000
  30.853  209.000  248.000  140.000
  30.873  208.000  222.000   85.000
  32.624  262.000   49.000  147.000
  33.854   69.000  278.000   70.000
  33.117  144.000   13.000  194.000
  33.998   76.000  160.000  148.000
  32.232   88.000   49.000  154.000
  33.353  136.000  170.000   61.000
  34.686  177.000  213.000  202.000
  37.727  198.000  176.000  271.000
  32.400  178.000  229.000  163.000
  32.564   56.000  145.000  136.000
  34.102  269.000  189.000  285.000
  34.380  197.000   23.000  143.000
  36.146  167.000  126.000  149.000
  36.961   64.000  181.000  177.000
  35.167  198.000   84.000   12.000
  33.537  172.000  189.000   58.000
  29.563  235.000  270.000   18.000
  31.277   74.000  179.000   16.000
  34.261  198.000   13.000  108.000
  31.932  270.000  155.000   35.000
  33.952  125.000  209.000   18.000
  30.613   31.000   95.000  286.000
  31.581   53.000    9.000  110.000
  31.362  202.000   22.000  202.000
  33.191   21.000  160.000  242.000
  33.986  188.000  285.000   74.000
  31.763   22.000  241.000  118.000
  36.573  111.000  271.000   29.000
  29.936   57.000   38.000  211.000
  33.543  260.000  190.000   40.000
  33.008  118.000  160.000  198.000
  35.608  172.000  240.000   68.000
  33.164   59.000   16.000  102.000
  33.572  272.000  248.000  234.000
  33.706   53.000  285.000  162.000
  32.351  230.000   30.000  153.000
  31.970  279.000   65.000   40.000
  32.902  137.000   15.000  243.000
  33.143   64.000   71.000   73.000
  39.847  175.000   35.000  241.000
  34.323   61.000   26.000   49.000
  30.205  249.000  189.000  256.000
  34.083  143.000  166.000  176.000
  33.759  207.000  176.000  210.000
  33.554  149.000  234.000  259.000
  30.803   53.000   88.000  186.000
  29.993  226.000  273.000   63.000
  33.858  251.000   21.000  286.000
  33.640  150.000  145.000  114.000
  33.293  268.000  231.000  176.000
  32.449   34.000   23.000  227.000
  33.881  229.000   80.000  188.000
  34.069  229.000  140.000   65.000
  36.110  279.000   73.000   50.000
  33.771  268.000  170.000  272.000
  33.356   99.000  190.000   94.000
  33.800  104.000  233.000  214.000
  31.564  156.000  266.000  286.000
  34.626   68.000  211.000   56.000
  30.929  236.000   75.000   69.000
  36.533  165.000  231.000  173.000
  32.168   68.000  173.000  269.000
  31.316  209.000  178.000   38.000
  30.729   39.000  141.000  145.000
  29.362  273.000  272.000  177.000
  34.223  272.000  201.000   71.000
  32.049  282.000  153.000  249.000
  31.055   33.000   92.000  286.000
  37.163  242.000  181.000  214.000
  32.400   55.000  215.000  260.000
  30.985  100.000  118.000  202.000
  35.261  143.000   75.000  197.000
  31.654  289.000  210.000   64.000
  32.391  192.000  148.000  208.000
  33.120  173.000   48.000   37.000
  32.185  275.000   45.000  184.000
  36.244   65.000  285.000  162.000
  33.868   41.000  221.000  127.000
  37.055  128.000   68.000  256.000
  28.858  207.000  276.000   48.000
  30.133  264.000   96.000  151.000
  33.473  266.000  247.000  262.000
  32.558  123.000   70.000   45.000
  33.881  189.000   32.000   38.000
  32.945   29.000  270.000   46.000
  33.564  286.000   94.000  129.000
  33.185  127.000  244.000  114.000
  40.580  213.000   83.000  205.000
  36.573  107.000  111.000  207.000
  31.419  249.000  206.000   96.000
  30.242  168.000  233.000   78.000
  32.414   10.000   38.000  232.000
  32.240  108.000  236.000  190.000
  35.884  204.000   60.000   88.000
  29.671  213.000  161.000   20.000
  33.422  276.000   82.000  136.000
  33.773  171.000  145.000  195.000
  34.460  141.000  226.000   50.000
  43.662  159.000   26.000  133.000
  33.810  263.000  263.000   22.000
  30.072  152.000  202.000   55.000
  32.386   54.000   87.000   78.000
  33.100  163.000  130.000   26.000
  32.923  250.000  148.000   69.000
  33.217  249.000  249.000   97.000
  31.017  144.000  242.000  252.000
  36.815  207.000  107.000   37.000
  29.712   85.000  125.000  152.000
  39.064   32.000   85.000   39.000
  32.416  189.000  121.000   76.000
  31.291   89.000  227.000  199.000
  31.576  216.000  258.000  200.000
  28.334  270.000  189.000  283.000
  33.540  282.000  187.000  186.000
  35.352   81.000  156.000   20.000
  33.863  223.000  217.000   51.000
  32.391  219.000  253.000   60.000
  33.727  172.000   78.000  157.000
  33.966  245.000  131.000  211.000
  30.260  266.000  226.000  178.000
  37.293  263.000   29.000  143.000
  31.722   88.000  146.000   27.000
  34.241  186.000  215.000   83.000
  30.594   93.000   35.000  221.000
  31.219   85.000   68.000  237.000
  35.763   45.000   56.000  194.000
  33.944   80.000   54.000  183.000
  34.105  148.000   42.000   14.000
  33.344  247.000  142.000  205.000
  33.454  109.000   72.000   39.000
  32.724  219.000  276.000  177.000
  30.278  181.000  240.000   87.000
  31.299  201.000   90.000   69.000
  34.538   41.000   21.000  219.000
  34.506   36.000  241.000  189.000
  31.695   79.000  206.000  218.000
  45.183  184.000  284.000   71.000
  32.376   42.000   34.000   98.000
  34.498   65.000   75.000  258.000
  34.462  210.000   72.000  194.000
  34.235  178.000  282.000  114.000
  31.862   60.000   74.000   70.000
  33.545  221.000  135.000   59.000
  33.069  249.000  231.000  215.000
  33.952  126.000  233.000   32.000
  34.565  170.000   56.000  146.000
  32.130  274.000   61.000   26.000
  29.456  122.000   73.000  127.000
  29.646   65.000  277.000  248.000
  31.356   80.000  198.000  193.000
  30.979  180.000  224.000  138.000
  33.280  257.000  104.000  151.000
  33.669   92.000   37.000   26.000
  34.078  100.000  278.000  174.000
  32.245   92.000   82.000   58.000
  33.466  144.000   16.000  188.000
  30.541   92.000   66.000   28.000
  32.966  265.000  168.000  141.000
  35.198  230.000  156.000  222.000
  30.934   79.000   52.000  138.000
  30.345  127.000  233.000  264.000
  32.871   36.000   29.000  215.000
  32.859  271.000  132.000  250.000
  34.715  225.000  213.000  271.000
  33.024  261.000   17.000  203.000
  34.607   23.000  228.000  145.000
  33.119  145.000   75.000  269.000
  32.757   24.000  225.000  141.000
  31.364  180.000  275.000  288.000
  34.391  130.000  130.000  270.000
  32.371   39.000   42.000  274.000
  35.277  273.000  195.000  121.000
  33.510  172.000  126.000   77.000
  33.317  275.000   60.000   65.000
  36.448   63.000  230.000   53.000
  29.692   64.000  201.000   78.000
  31.282  274.000  231.000   33.000
  32.620  192.000  286.000  115.000
  33.145  184.000  188.000  218.000
  31.896   22.000  180.000  278.000
  35.674  124.000  101.000   41.000
  34.317  178.000  177.000   80.000
  33.453   51.000   78.000  256.000
  38.381   30.000   93.000  281.000
  33.566   54.000   45.000  148.000
  29.891   77.000   66.000   61.000
  33.009   62.000  271.000  164.000
  32.531  162.000   50.000  252.000
  33.341  267.000  179.000   90.000
  32.522   61.000  112.000   30.000
  28.254  148.000   56.000   19.000
  35.710   97.000  278.000   96.000
  34.006  256.000  115.000  148.000
  32.706  169.000  173.000   35.000
  30.288  135.000  217.000  229.000
  28.446   15.000   59.000   91.000
  32.667   63.000   68.000   15.000
  34.891  114.000   13.000   64.000
  32.142  158.000  125.000   37.000
  29.658   50.000  149.000  234.000
  32.732  222.000  204.000  227.000
  37.567  181.000  112.000   44.000
  32.241   23.000  232.000  146.000
  31.187   29.000  202.000  262.000
  36.315  209.000   42.000   29.000
  34.270   57.000  153.000   59.000
  34.985   26.000  217.000   94.000
  32.371   58.000   80.000  150.000
  30.107  245.000  177.000  120.000
  36.672  166.000  253.000  148.000
  32.481  257.000  105.000  151.000
  35.778   35.000  114.000  115.000
  33.600  278.000   72.000   53.000
  32.788   69.000  270.000  244.000
  34.903  274.000  223.000  274.000
  31.826   51.000   52.000  154.000
  32.731  165.000  122.000   36.000
  32.431  101.000   94.000   92.000
  29.437  268.000  274.000  181.000
  33.588   92.000   42.000  169.000
  31.208  267.000   37.000   91.000
  28.933   35.000  119.000  110.000
  34.180  291.000   59.000   83.000
  33.537  287.000  197.000  269.000
  31.603   59.000   36.000  217.000
  28.385   95.000   96.000  265.000
  30.076   60.000  164.000  264.000
  37.643  144.000  254.000  135.000
  35.030  149.000   12.000   62.000
  33.094  229.000  139.000  165.000
  32.861  264.000   37.000   37.000
  35.458   13.000  225.000  197.000
  28.792  287.000  198.000  267.000
  35.794  202.000  252.000   29.000
  28.052   30.000   77.000  201.000
  36.011   75.000  157.000   33.000
  39.005  179.000   23.000  244.000
  33.009  160.000  227.000  146.000
  32.827  242.000   92.000  152.000
  31.709  213.000   97.000  184.000
  36.861  225.000  220.000  124.000
  31.748   97.000  213.000   68.000
  39.533   99.000  233.000   76.000
  32.021  218.000  180.000  147.000
  35.441  269.000  225.000  203.000
  32.812  285.000  203.000  175.000
  32.340   31.000  221.000   52.000
  28.036  193.000  193.000  153.000
  35.409  151.000  252.000  128.000
  32.404  211.000   81.000  118.000
  35.119   34.000  210.000  165.000
  32.147  210.000   71.000  194.000
  32.457  216.000  287.000  257.000
  28.198  245.000   56.000  139.000
  36.039  247.000   91.000  125.000
  27.896   52.000  120.000  175.000
  33.573  213.000   46.000  107.000
  33.726  196.000  200.000  289.000
  33.749  161.000  204.000  156.000
  31.845  234.000  104.000  268.000
  34.424  221.000   29.000   27.000
  33.139   92.000  115.000   75.000
  35.012  237.000  289.000  146.000
  36.008  259.000  149.000  174.000
  32.895   33.000   81.000   40.000
  32.900   75.000  172.000   16.000
  35.318  153.000  220.000  242.000
  38.096   26.000   77.000  197.000
  34.368  255.000  144.000  185.000
  33.239   61.000  221.000  264.000
  30.739   29.000   99.000  115.000
  33.118  239.000  207.000  229.000
  33.775   93.000   91.000  273.000
  31.819  250.000  173.000  240.000
  32.189   29.000   72.000  208.000
  35.586  165.000   76.000   56.000
  31.374  116.000  198.000  249.000
  34.972  264.000  282.000  249.000
  36.694   10.000  161.000   42.000
  29.263  227.000   17.000   20.000
  35.651  287.000  216.000  187.000
  33.381  284.000  211.000   98.000
  31.304   22.000  156.000  262.000
  31.165  125.000  260.000   91.000
  28.236  197.000   21.000  146.000
  31.958  181.000  184.000  213.000
  33.694  198.000   25.000   78.000
  35.418  210.000  265.000  156.000
  35.873  207.000  221.000   84.000
  29.670  162.000  115.000   28.000
  38.777  121.000   96.000  278.000
  38.744  229.000  228.000   92.000
  32.057   39.000   86.000  258.000
  32.344  240.000  181.000  217.000
  34.612  166.000  228.000   86.000
  28.308   86.000  187.000  286.000
  35.786   64.000  179.000  172.000
  30.431  225.000   59.000   63.000
  28.080  200.000  279.000  112.000
  34.255  138.000   74.000  219.000
  31.139  157.000  181.000  129.000
  31.759   89.000   17.000   55.000
  35.129  207.000   57.000   73.000
  29.765  136.000   92.000  274.000
  32.426   73.000   24.000   98.000
  31.966   72.000   86.000  283.000
  37.594   62.000  203.000   71.000
  28.829  149.000  174.000  126.000
  29.220  210.000  222.000   88.000
  30.214   34.000  274.000   55.000
  31.203  226.000  274.000  114.000
  34.146  100.000  284.000  231.000
  32.590  187.000  113.000  270.000
  33.838  147.000   34.000   13.000
  33.557  123.000  254.000  101.000
  32.019  271.000  206.000   22.000
  32.065  225.000  183.000   13.000
  38.876   60.000  230.000   76.000
  32.379  272.000  215.000  291.000
  32.560   81.000   43.000  144.000
  34.038   63.000  285.000  168.000
  30.596  114.000  208.000  256.000
  29.320  279.000   31.000   69.000
  31.255  131.000  222.000   11.000
  33.381   92.000   75.000   62.000
  33.440  174.000   97.000   13.000
  31.326  204.000  124.000   49.000
  31.647   18.000  211.000  169.000
  33.701   51.000  105.000  133.000
  38.816  191.000  151.000  211.000
  37.195  225.000  222.000   84.000
  31.565  127.000  174.000   26.000
  31.321  200.000  117.000  110.000
  33.258   80.000  121.000  145.000
  32.588   48.000  106.000   41.000
  33.934  230.000   58.000  102.000
  31.457  183.000  270.000   30.000
  38.246  151.000   11.000   66.000
  32.947   92.000  114.000   70.000
  35.209  226.000  235.000  141.000
  31.633  165.000  263.000  118.000
  28.307   36.000   22.000  123.000
  34.073   12.000  181.000  274.000
  33.058  261.000  286.000  257.000
  31.325  118.000  238.000    9.000
  34.247  104.000   97.000  257.000
  33.809   84.000  129.000   69.000
  34.112   66.000  270.000  247.000
  30.708  257.000  287.000  178.000
  33.771  291.000  194.000  132.000
  33.222  287.000  170.000  204.000
  32.854  123.000   53.000  291.000
  33.198  105.000   92.000   90.000
  34.504   46.000  150.000   30.000
  34.034  168.000  119.000   27.000
  30.463  225.000   95.000  257.000
  34.071  227.000  102.000  106.000
  33.640  183.000  272.000   31.000
  30.166   83.000   51.000  191.000
  32.761   57.000  290.000  180.000
  30.437   53.000  140.000  170.000
  28.423  181.000   86.000  260.000
  36.660  269.000  226.000  203.000
  27.494  218.000  254.000  129.000
  30.932  190.000   29.000   32.000
  33.039  202.000  286.000   37.000
  30.946  149.000  128.000  218.000
  33.001   26.000  220.000   91.000
  29.483  261.000  281.000  279.000
  33.674   84.000   47.000  149.000
  31.067   82.000  132.000  128.000
  32.293  211.000  127.000   20.000
  37.665   33.000   98.000   19.000
  30.183  132.000  266.000  175.000
  31.654  260.000  281.000  183.000
  30.180   87.000   72.000  239.000
  34.132  198.000   53.000   13.000
  33.381   75.000  165.000   19.000
  33.614  147.000  113.000  279.000
  39.780  121.000  246.000  105.000
  34.187  257.000   95.000  223.000
  31.691  108.000  153.000  276.000
  34.268  256.000  287.000  175.000
  32.122  220.000  277.000  187.000
  30.118  246.000  182.000  212.000
  33.312   53.000   59.000  157.000
  33.870  117.000  205.000  222.000
  33.480  283.000   34.000  225.000
  30.662  289.000  188.000  241.000
  34.810  173.000   55.000  246.000
  33.676  217.000  180.000  143.000
  29.490   88.000  190.000  176.000
  34.561  105.000   91.000   59.000
  33.718  266.000    9.000  139.000
  35.055  267.000   25.000   66.000
  30.678   94.000  275.000   56.000
  27.687   76.000  105.000  130.000
  31.722  196.000   12.000  252.000
  32.168  121.000  260.000   92.000
  31.376   62.000  207.000   52.000
  32.051  178.000  283.000  277.000
  29.506   99.000  156.000  281.000
  33.331  239.000  155.000  219.000
  33.459   67.000  276.000  161.000
  30.645  279.000   61.000   28.000
  25.085  107.000    9.000   53.000
  34.562  255.000   95.000  207.000
  30.843  186.000  285.000   71.000
  34.061   47.000   78.000  167.000
  35.893  138.000   11.000  216.000
  31.419   80.000  168.000   41.000
  36.569  171.000   63.000   96.000
  33.694  264.000   87.000  283.000
  33.767   65.000   69.000  277.000
  34.859  169.000  199.000  268.000
  28.708   61.000  199.000  281.000
  30.277  114.000   95.000   46.000
  31.094  277.000  132.000  101.000
  32.080   36.000  243.000  218.000
  30.862  118.000    9.000   53.000
  31.443  230.000  281.000  221.000
  33.449  125.000  111.000   78.000
  34.177  237.000  185.000   90.000
  31.545  157.000  126.000   36.000
  33.312  168.000   73.000   58.000
  32.797   52.000   50.000  143.000
  30.401  272.000  260.000   81.000
  31.342  113.000   66.000   40.000
  30.240  225.000  218.000  272.000
  35.120   97.000  213.000   68.000
  34.733  177.000   75.000   48.000
  31.967  121.000  242.000  214.000
  29.279   42.000  181.000  252.000
  33.591  185.000  183.000  208.000
  29.626  276.000  113.000  217.000
  30.409  186.000  183.000  206.000
  32.617   71.000  243.000  164.000
  31.903  160.000   96.000  164.000
  32.974  152.000  147.000   94.000
  44.344   15.000   52.000  238.000
  35.839  231.000  191.000  200.000
  33.559   30.000  230.000  249.000
  28.522  171.000   57.000   87.000
  33.488   46.000   74.000   13.000
  33.380   82.000   55.000  191.000
  35.267  132.000  124.000   75.000
  34.066  220.000  276.000  175.000
  33.966  103.000   88.000   90.000
  33.549  117.000  146.000  195.000
  39.105  203.000  168.000  224.000
  33.748  281.000  186.000  141.000
  29.725  216.000  272.000  282.000
  36.919  174.000  290.000   89.000
  42.842  241.000  172.000   16.000
  32.086  111.000  163.000   98.000
  34.987  211.000  139.000  195.000
  37.454  197.000  250.000   21.000
  37.949  278.000  113.000  239.000
  29.212  190.000  289.000  176.000
  34.034  234.000   97.000  285.000
  35.260  135.000   77.000   41.000
  28.444  126.000  233.000  171.000
  29.941  123.000  267.000   76.000
  30.486  198.000   85.000   10.000
  33.899  163.000   22.000  112.000
  31.287   39.000  141.000  105.000
  31.529  147.000   93.000  146.000
  34.034   36.000  235.000  179.000
  34.007  112.000  267.000   27.000
  33.988  262.000  141.000   14.000
  31.508  245.000   91.000  145.000
  27.943  288.000  195.000  270.000
  30.450  165.000  229.000  170.000
  27.906  271.000  135.000   98.000
  30.770  143.000  163.000  244.000
  33.233   33.000  141.000  239.000
  34.371   63.000  203.000   71.000
  33.231   45.000  113.000   82.000
  34.141  102.000  107.000   40.000
  36.540  204.000   12.000  108.000
  32.112  279.000  218.000  274.000
  32.322  231.000  127.000  206.000
  31.767   15.000  209.000  107.000
  37.739   29.000  240.000  268.000
  32.291   72.000  106.000  132.000
  33.135  234.000   19.000  154.000
  33.643   93.000  281.000   51.000
  34.225  203.000  103.000   37.000
  33.773   48.000   63.000  210.000
  27.807   96.000  262.000  121.000
  35.088   15.000  169.000  211.000
  34.241   26.000  198.000  260.000
  30.559  291.000   80.000  121.000
  34.851  241.000  137.000  203.000
  29.366   65.000   21.000   70.000
  31.423   17.000  173.000  149.000
  34.964  140.000  160.000  242.000
  32.745  142.000  201.000   52.000
  32.517   79.000  288.000  140.000
  26.103  222.000  219.000  125.000
  35.543  141.000   40.000  217.000
  32.726  124.000  220.000  205.000
  32.692   68.000  116.000  257.000
  37.729  212.000   59.000   69.000
  32.338  150.000  141.000   94.000
  30.007  127.000  277.000  120.000
  30.852  128.000  170.000   54.000
  36.671  141.000  228.000   56.000
  30.414   11.000  126.000  137.000
  32.844  226.000  103.000  104.000
  30.824   42.000   88.000  160.000
  31.114  171.000  261.000  200.000
  33.686  173.000  246.000   74.000
  30.300  184.000  115.000  276.000
  40.025   26.000   30.000   95.000
  36.095  183.000  253.000   48.000
  33.443   24.000  229.000  113.000
  34.789  283.000  132.000  111.000
  31.193  221.000  267.000  133.000
  31.944  150.000  177.000  245.000
  31.370  213.000  123.000   27.000
  30.518  203.000  155.000   13.000
  37.414  197.000  156.000   29.000
  33.800  274.000  242.000   49.000
  30.338   87.000  136.000   62.000
  34.496  237.000  109.000  270.000
  32.138   29.000  118.000   53.000
  34.470  136.000   82.000   43.000
  34.198  233.000  270.000  115.000
  35.766   80.000   41.000  151.000
  35.009  210.000   44.000  210.000
  32.952  123.000   71.000   51.000
  32.831  236.000   61.000   68.000
  33.912  239.000  172.000  231.000
  30.874  198.000  156.000   31.000
  34.680   32.000   24.000  222.000
  30.152  129.000   52.000  217.000
  31.815  232.000  200.000  203.000
  31.722   50.000  287.000  160.000
  32.428  221.000  133.000  230.000
  32.303  186.000  275.000  149.000
  30.337   19.000  220.000  256.000
  33.214  235.000   45.000  210.000
  31.550  185.000  274.000   33.000
  30.643  239.000  129.000  158.000
  31.007  174.000   83.000   33.000
  33.571  287.000  204.000  192.000
  33.687  209.000  143.000   62.000
  33.710  236.000   66.000  183.000
  34.368  104.000  167.000   40.000
  37.279   68.000  126.000   79.000
  32.836   66.000  181.000  175.000
  30.985  209.000   57.000  136.000
  34.943   61.000  213.000  265.000
  30.207  132.000  222.000  215.000
  34.101  270.000  142.000  235.000
  32.115  126.000  268.000   87.000
  32.352   89.000  261.000  251.000
  31.660  114.000  230.000  203.000
  35.385   37.000   29.000  214.000
  31.083  206.000   63.000  211.000
  34.203   36.000  130.000   59.000
  31.361   45.000  216.000  127.000
  34.139   60.000   28.000   52.000
  33.297  242.000   92.000  152.000
  35.343   31.000  175.000  277.000
  34.282  166.000   36.000  272.000
  34.834  203.000  169.000   69.000
  31.739  284.000   48.000  208.000
  31.241  205.000   20.000  178.000
  31.972   16.000   48.000  290.000
  34.518  264.000   43.000  168.000
  32.462   25.000  256.000  156.000
  31.801  224.000  222.000   14.000
  34.467  177.000  272.000  179.000
  33.007   62.000  117.000  132.000
  32.660  101.000  151.000   33.000
  33.030  132.000  274.000  175.000
  32.190  227.000  276.000  115.000
  34.936  105.000   93.000  133.000
  32.301  233.000   54.000   74.000
  31.153  216.000   53.000  201.000
  31.710  148.000  133.000  273.000
  32.542   48.000  105.000  173.000
  31.090   79.000  229.000  108.000
  30.624  274.000   97.000  210.000
  30.999  129.000  128.000  289.000
  34.631  277.000  255.000   91.000
  35.812  283.000  260.000  152.000
  34.989  261.000  204.000  168.000
  35.329  180.000   62.000   72.000
  30.739   34.000   75.000   28.000
  34.924  133.000  265.000  176.000
  32.952  125.000   11.000  227.000
  29.386   92.000  130.000   39.000
  26.044  260.000   47.000  176.000
  34.654  110.000   10.000  253.000
  33.080  225.000  231.000   53.000
  32.938  122.000  167.000  234.000
  31.350  177.000   88.000  146.000
  32.328  259.000  105.000   95.000
  32.766   44.000  109.000  263.000
  30.010  146.000  223.000  189.000
  30.480   43.000   87.000   70.000
  33.562  170.000  220.000   71.000
  30.816  110.000   96.000  121.000
  35.700  190.000   52.000   22.000
  33.645  102.000  102.000  232.000
  31.474  264.000   47.000  169.000
  30.893  264.000   31.000   75.000
  31.911  204.000  235.000  207.000
  35.971  272.000  191.000  282.000
  32.408  246.000  189.000  251.000
  33.535    9.000   22.000   90.000
  32.999  208.000   41.000  139.000
  34.927   68.000   75.000   59.000
  31.704  182.000   65.000  278.000
  33.673   21.000  138.000  245.000
  30.437  122.000  237.000   94.000
  34.498  232.000  226.000   44.000
  35.693   55.000  223.000   46.000
  30.289  127.000  252.000  118.000
  32.255  216.000  113.000   37.000
  38.184  159.000  242.000   87.000
  32.302  281.000  237.000  153.000
  29.547   78.000  222.000  231.000
  39.900  200.000   27.000   79.000
  33.615  257.000  204.000   12.000
  31.003  282.000  183.000   32.000
  30.179   12.000  176.000  165.000
  31.857   61.000   50.000   58.000
  34.203  148.000  223.000  189.000
  30.339  269.000  130.000  234.000
  30.669  279.000  272.000  202.000
  36.510  212.000   94.000  232.000
  32.842  211.000  162.000  233.000
  33.286  189.000   18.000   70.000
  30.353  234.000   18.000  168.000
  32.066  217.000  102.000  187.000
  32.738  163.000  207.000   86.000
  33.011  209.000   80.000  123.000
  30.699   44.000   19.000  155.000
  34.215  153.000   22.000  128.000
  31.310  250.000   56.000  209.000
  32.027  177.000  177.000  158.000
  32.046  104.000  157.000  282.000
  30.783  153.000   87.000  212.000
  31.705  166.000  242.000  223.000
  33.774   28.000  280.000  254.000
  32.333  182.000  283.000   77.000
  31.106  172.000   17.000  233.000
  31.208   54.000  143.000  171.000
  32.078  161.000   84.000  189.000
  33.444  191.000   68.000   13.000
  30.004  197.000   30.000   40.000
  33.983  140.000   84.000  116.000
  34.354  170.000  146.000  193.000
  31.722  117.000   85.000  237.000
  38.261  275.000  243.000  124.000
  30.950  107.000  119.000  197.000
  31.210   80.000  119.000  210.000
  31.218  271.000  264.000  173.000
  34.076  135.000  217.000   14.000
  30.462   40.000   43.000  209.000
  34.121   68.000   67.000  282.000
  33.212   60.000   26.000   49.000
  29.820  223.000   22.000  223.000
  31.642  256.000   89.000  287.000
  31.912  167.000  228.000   78.000
  32.171   52.000  139.000  221.000
  37.029   87.000   64.000   27.000
  34.623   49.000  227.000  222.000
  38.624  166.000  264.000  117.000
  34.655   47.000  113.000  169.000
  31.680  116.000  147.000  245.000
  32.101  183.000  233.000  277.000
  32.664  135.000  263.000  176.000
  34.626  208.000  171.000  215.000
  30.841  234.000  208.000  236.000
  36.471  291.000   82.000  138.000
  32.422  194.000  104.000   93.000
  33.744  180.000  220.000   78.000
  35.152  274.000  251.000   88.000
  30.862   58.000   17.000  171.000
  37.719  117.000  211.000  236.000
  33.937  229.000  233.000  262.000
  32.011  139.000   95.000  277.000
  33.784   53.000   26.000  130.000
  30.497   74.000   91.000  267.000
  32.016  224.000  233.000  203.000
  37.363   53.000  228.000   42.000
  37.338  275.000  242.000   44.000
  31.300   24.000   96.000  190.000
  32.343   36.000   86.000   92.000
  31.327  161.000  209.000   93.000
  30.787  257.000   58.000  248.000
  30.428   12.000   29.000   28.000
  31.906   43.000   72.000   26.000
  33.283  201.000  133.000   58.000
  32.127  264.000   80.000  231.000
  36.717  223.000   66.000   63.000
  31.461  283.000  221.000  201.000
  32.052  266.000  100.000  284.000
  30.863   26.000   90.000  104.000
  30.441  205.000  228.000  250.000
  30.187   76.000  136.000   87.000
  30.141   17.000  115.000   51.000
  38.731  172.000  127.000   77.000
  32.367  125.000  173.000  229.000
  31.189   51.000  222.000  223.000
  30.364  139.000  287.000   98.000
  30.941   58.000   46.000   69.000
  34.408   32.000   85.000   99.000
  38.052  270.000  119.000  101.000
  29.946  224.000   19.000  226.000
  37.663  169.000  178.000  171.000
  33.249  201.000  134.000  196.000
  31.370   19.000   80.000  107.000
  36.889   48.000  186.000  252.000
  36.303  201.000  226.000  132.000
  30.628  104.000   61.000  223.000
  34.637   68.000   89.000  149.000
  33.489   47.000   59.000  190.000
  29.779  273.000  108.000  242.000
  32.744  239.000   55.000  252.000
  31.231  208.000  177.000   51.000
  36.463  172.000   66.000   61.000
  32.047  234.000  125.000   65.000
  32.595   86.000   17.000  107.000
  38.100  234.000  127.000   64.000
  38.162   25.000  216.000   63.000
  30.293   34.000  190.000  173.000
  30.986  219.000  265.000  132.000
  29.898  159.000  220.000   95.000
  32.574  270.000  226.000   31.000
  33.806  115.000  104.000   73.000
  32.328  240.000  234.000  219.000
  32.715  177.000  273.000  273.000
  31.997  187.000   33.000  268.000
  31.158   44.000  111.000   81.000
  34.147   70.000  250.000   77.000
  31.164  271.000  171.000  237.000
  27.426   21.000  188.000   22.000
  31.825  278.000  239.000   40.000
  34.061  241.000   63.000  182.000
  34.880   34.000   43.000  228.000
  32.984  188.000  180.000  207.000
  29.766  134.000  223.000  210.000
  38.372  169.000  128.000  149.000
  32.810  260.000   29.000   33.000
  33.008  180.000  132.000  100.000
  31.044  193.000  252.000   46.000
  33.643  147.000  250.000  248.000
  33.379   32.000   23.000  223.000
  30.725  168.000   92.000  130.000
  32.659  162.000  189.000  141.000
  34.776  217.000  100.000  139.000
  34.323   23.000  155.000  224.000
  30.173  161.000  227.000  148.000
  28.006   23.000  101.000   16.000
  34.021  248.000  101.000   22.000
  32.442   38.000   56.000   50.000
  33.694  158.000  240.000  140.000
  33.695  151.000  189.000  164.000
  34.368  126.000   22.000   44.000
  29.423  244.000  132.000  212.000
  32.444   65.000  274.000  160.000
  38.587  225.000   88.000   88.000
  27.594  283.000  246.000   30.000
  31.364  244.000   60.000  191.000
  37.713  128.000  263.000   83.000
  34.014  153.000   34.000   10.000
  33.912   94.000  226.000  248.000
  35.360  188.000  180.000  207.000
  33.861  179.000   23.000  244.000
  31.921  193.000   97.000  106.000
  30.220   37.000   80.000   54.000
  34.121  271.000  119.000  101.000
  31.497  237.000  157.000  221.000
  33.798  133.000  290.000   61.000
  32.895  273.000   62.000   27.000
  33.229  196.000  157.000   25.000
  30.287  286.000   83.000  133.000
  37.020   19.000  180.000  165.000
  30.588   15.000   53.000  102.000
  29.779  181.000   89.000  160.000
  33.939   24.000  224.000  144.000
  32.247  108.000   63.000  252.000
  34.522  136.000  249.000  136.000
  33.980  204.000   36.000   76.000
  31.823   89.000   19.000   53.000
  32.527  280.000   13.000  167.000
  36.388  153.000  131.000  163.000
  30.252  177.000  232.000  120.000
  33.513  141.000   15.000  276.000
  33.234  136.000  202.000   25.000
  32.102  169.000   17.000  247.000
  31.547  174.000  251.000   66.000
  38.294   66.000  131.000  224.000
  33.099  145.000  207.000   62.000
  34.173  188.000   15.000   37.000
  33.589  232.000  231.000  206.000
  33.566  134.000  209.000   59.000
  29.480  261.000  191.000  198.000
  34.104  275.000  179.000  129.000
  33.734  265.000  147.000   14.000
  30.943   98.000  208.000   68.000
  30.963  188.000   31.000  119.000
  30.524  218.000  287.000  263.000
  31.696  240.000   78.000  106.000
  37.246  238.000  124.000   10.000
  33.345   48.000   92.000   72.000
  31.245   38.000   31.000  128.000
  34.329  263.000  160.000  132.000
  31.346   71.000   96.000  131.000
  31.925  180.000   81.000  209.000
  35.387  165.000  219.000   78.000
  31.106  167.000  228.000   79.000
  31.068  117.000  240.000   82.000
